,text,score,PredScore
2759,"My girls love raisins as a snack, so we have these on subscribe and save.  Our first batch was perfect- juicy, soft, and sweet raisins.  Kids ate them up.  This shipment, however, I have been disappointed.  Every box we've opened has been full of dry, hard, and very light colored raisins.  They still get eaten, but I'm hesitant to order again.",3.0,5.0
2760,"For as expensive as this is, it's kind of a disappointment. There is no ""wow"" factor in this kona coffee. It was just OK, not what I expected for the price I paid. Never again will I pay this much for something I have not sampled.",3.0,3.0
2761,"We purchased this tea from Amazon and received it fast and the pricing was good.<br />This item brews a quick cup of tea and you can quickly make it from weak to very strong depending on your taste. My wife said it tastes like medicine, but we both drink it for our health.<br /><br />R.E.H.",3.0,4.0
2762,"My 26 pound puggle loves these, he is an agressive chewer and he prefers these over anything else. The only issue I have is he wears them out in around a week. It is still better than him chewing something else (furniture etc) though!",3.0,4.0
2763,"With the purchase of a new single-serve coffee brewer, I was looking to enhance the java experience by finding a proper chocolate addition.  My research led to me to sauces rather than syrups and I opted to try a product by Torani, an already trusted name in coffee products.  Sadly, I haven't found Torani's Original Mocha Sauce to be all that bold or flavorful.  In fact, though I'll continue to use the bottles I've purchased, I won't be buying this same product again.",3.0,2.0
2764,"I ordered these cookies and expected boots the monkey but did not receive them.  I spoke to Amazon who sent a replacement package.  The replacement package also did not have boots the monkey.  I did receive compensation, however it did not help with needing them for a 3 yr old birthday party.  Dora cookies look nice, produced in 07 and expire in 09.  Before ordering next time I would contact customer service.",3.0,2.0
2765,This tea smells great.  You can see the cinnamon and orange but the taste is not that great.  It is ok...not good and not bad.  It is a great value and you get a lot of tea.  I don't plan on buying this again but I am not sorry that I tried it.,3.0,3.0
2766,"They call it Peppermint Tea and that's exactly what it is!  Boy, do you get Peppermint!  In fact, even at the 11.5 oz setting of my B70 it's over-powering!  I think it would be wonderful on cool winter evenings.  But I must admit that I actually had to resort to a little cream to smooth it down.<br /><br />If you love Peppermint, this is the tea for you!",3.0,5.0
2767,The first case of crisps were excellent but the last two cases contained over 3/4 broken pieces and less than 1/4 whole crisps.  The taste and the texture was outstanding but since the crisps were so broken they were only good for sprinkling on a salad or for topping a baked savory dish.,3.0,2.0
2768,"The flavor combination of kiwi, and strawberry is quite tasty.  With no sugar added, this gourmet soda keeps just the right amount of sweetness about itself.  Each can is only 8.5 Fl Oz (245 mL) - so in my mind it is rather pricey.",3.0,5.0
2769,I am a fan of Arm and Hammer products including some of their cat litters but the odor emanating from this stuff is<br />way too intense !,3.0,1.0
2770,"I was looking for packets of dressing to take with me when I travel.  Recently I was on a trip and none of the restaurants had dressing for my salad that I wanted.  Everything available was a vinagrette which I do not like.  These are very handy and small enough to take anywhere.  Also very handy for taking a salad to work for lunch.  No need to refrigerate or have to mess up a storage container.  Flavor is satisfactory, but not gourmet.",3.0,4.0
2771,This tastes like the appletini mix without the alcohol. I like the lemonade better or the peach. Will try to mix and update,3.0,3.0
2772,"I absolutely love the Timothy's Hazelnut DECAF K-cup - it is my favorite DECAF.  I found this caffeinated version tastes more burnt, and is not quite as smooth. Not a bad cup of coffee, but there are others I like better (the Kona blend, the Private blend, the Columbian Dorado, and my personal favorite Sugar Bush Maple (seasonal)).",3.0,3.0
2773,I have had both Nutella and this and would give both 3 stars.  Nutella because it's too sweet and this because it isn't sweet enough.  I just don't get the full chocolate flavor.  Maybe if I mixed them together.  I prefer the White chocolate PB from this company.,3.0,2.0
2774,I'm very disappointed in this purchase.  The coffee has no distinctive or notable flavor.  I could have purchased it on the shelves of my local grocery store.  Definitely will not purchase it again.,3.0,2.0
2775,"This mix produces a huge pot of vegetable beef soup with lots of body and flavor. It's not even necessary to add extra ingredients to make it more complete, and that includes the optional tomato sauce suggested on the package. (It's better minus the tomato sauce.) The only reason I'm not awarding five stars is because the recommended 10-minute cooking time isn't nearly enough for the dehydrated peas, which are rock-hard. (Try 30 minutes instead.)",3.0,4.0
2776,"Arbuckles Organic Pumpkin Spice Coffee is a coffee with a great deal of promise and almost no follow-through.  It does have a pumpkin spice aroma but almost no pumpkin spice taste.  In general, it is a bitter tasting coffee leaving the drinker with none of the pleasant joy of a good pumpkin spice coffee.  A real disappointment.<br /><br />This product was purchased at Amazon.com.",3.0,2.0
2777,"I received this product complimentary for testing purposes from Influenster and was not that impressed. The texture was a bit dry and some of the ingredients seemed sketchy. It smelled more like banana nut bread than it actually tasted. If I were in the market for a breakfast bar, this would not be my first choice. I prefer all natural or organic bars like Kind bars or Think Thin bars.",3.0,3.0
2778,"The kernels are too light and fly out of the air popper before they can get warm enough to pop...other than that, they taste good when they do pop...",3.0,3.0
2779,I thought that I was really going to love this product but I do not to tell the truth. Most people will probably like this product but I did not like it. Sorry. It arrived in good condition and it was fresh though. I just did not like the taste.,3.0,3.0
2780,"I've had several of Dr. McDougall's soup cups and liked them all.  The taste on this was really good, but I was highly disappointed that there were two servings in this one cup.",3.0,2.0
2781,"No where on the description does it say (as on the can), ""Product of China"". Chinese products have shown themselves to be suspect in content and production. At least be honest and give the consumer the facts.",3.0,2.0
2782,"This is a reasonable meat substitute, good texture and overall tasty, but a bit on the sweet side if you're looking for something really like pepperoni.",3.0,4.0
