,productId,score,text
250479,B004WSBZAA,2.0,"The packaging claims that the 150g jar of powder is a 30-60 day supply; however, for my 40-pound dog it only lasted 10 days. This is partly because the packaging instructs you to double the dose for the first 4-6 weeks; however, even if I had not been doubling the dose it would only have last 20 days -- and it's supposed to be used on dogs more than twice my dog's size. If you have a dog over 75 pounds and want to double the dose as recommended, you'll be through with the jar in five days!<br /><br />In the little time before the jar ran out I did not notice any difference in my dog's joint discomfort.<br /><br />On the plus side, I suppose, there's the fact that she really loved the taste."
17526,B0045Z6K50,5.0,Great price and delicious coffee. Fits the needs of all our family members.  This is one of our family's favorite coffees.
151062,B003EGUA20,3.0,"I have never purchased tart cherries before. I was elated to find them on the Internet.  However, when I opened the package I discovered that the package contains not only tart cherries, but also sunflower oil, which I must avoid.  Had I known this from the discription, I would not have purchased them."
157824,B001872UCA,3.0,"Healthy Choice is my favorite soup and this is one of my favorite varieties.  I just haven't been able to find it anywhere in Texas since I moved here.  In fact, lately I haven't been able to find any of the 15-ounce cans, preferred over the larger soup cans from other brands, anywhere lately.  Only the overpriced microwaveable bowls.  One of my bosses likes their chicken soup and has cans, so I'm guessing at least that is available at a club store he frequents, but your average grocery chain appears to have phased it out.  But I digress.<br /><br />This variety is very tasty.  It's a hearty soup made with navy beans and a smattering of pinto beans for color I guess.  It also includes carrots, celery, and potato, along with a respectable amount of (chopped and formed) ham dices.  So, I can't wait for a sale and use coupons, but at least I can get it from Amazon at a pretty fair price.<br /><br />My only criticism is the condition in which it arrived.  (See photo)  The 12 cans are packed in a cardboard flat sealed with plastic, and *every* can was dented, four of them severely to the extent I am not sure they're safe to eat.  One I didn't even think I *could* open, but managed it with a special can opener that cuts along the outside of the rim.  (I still was afraid to eat it.) I might understand cans on the outer edge getting dented on one side or the other, but all of them?  It makes me suspicious that their stock are ""scratch and dents"" from the manufacturer.  Amazon has been kind enough to offer replacements, and I will provide an update if I find the same to be true of the next case.  Either way, the food bank will benefit from several cans.  I like this soup--a lot--just not 24 cans worth.<br /><br />UPDATED -- Just received the replacements.  This shipment also had some significantly dented cans.  (See photo)  Again, all of them had a dent somewhere, mostly minor, and I wonder if they buy ""seconds"" from the manufacturer of cans that crashed off the assembly line.  It's that, or their warehouse people are not even remotely taking ordinary care.  As excited as I was initially to be able to buy my favorite soup from Amazon, I don't think I'll risk it again.  I'll have to come up with another solution."
248670,B000E682NW,2.0,"This tea definitely smelled like blueberries but upon tasting it, it was a very sour /bitter taste to me despite not over steeping the tea. It almost tasted like cough syrup. added a bit of organic sugar and it tasted a bit better. Maybe I Just don't like herbal / fruit flavored teas."
250990,B0002HOEWQ,2.0,"I am sure it's a nice honey. But, I could not enjoy it because, the package found completely damaged when it was just arrived."
77746,B001LG940E,4.0,"I really like carbonated beverages.  And I really like juice.  This beverage brings together the two without adding a bunch of sugar or syrup.<br /><br />I found my can waiting for me when I arrived home from work with a bag of Chinese Food.  I usually have C*ke with with my Egg Roll etc but decided to try something different.<br /><br />The carbonation is light and goes away if you take too long to drink it.  But at 8.3 ounces I was pretty close to done before I noticed it.<br /><br />The taste was light but distinctly black cherry.  I gave my younger son some to get his opinion.  He said it was good.  He usually drinks Sprite.  He also likes some of the flavored sparkling water and said that he likes this better.  He also likes a lot of juice and prefers it to this because the ""fizz"" took away the ""juice"" taste.<br /><br />Overall we both liked it and would drink it again - definitely one of the better beverages of this type we've tasted!"
81874,B005CUU25G,4.0,"This is the most unique dog treat I've seen. The liquid treat is dispensed from a container that reminds me of a large lip gloss tube with a roller. I've given this unique dog treat ""4 stars"" instead of five as an average based on the varied reactions from my two small dogs. The smaller Malti-poo loved the treat and from his reaction would give it ""5 stars"". He immediately licked the roller, received the treat, and wanted more. Our Cavalier King Charles Spaniel is a pickier eater in general and wouldn't even try it at first. He finally did, but didn't seem to like it. We have the chicken flavor and it may be he just didn't like the flavor.<br /><br />Since our Malti-poo likes it so much, I have just ordered the three-pack that has chicken, liver, and bacon flavors. The three-pack is a better value than the individual packs and I'm hoping our Cavalier will like one of the other flavors better than the chicken. This is a unique idea to reward dogs with a treat without filling them up like traditional dog treats.<br /><br />** Update:  I ordered the three-pack and my Cavalier definitely likes the bacon flavor much better than chicken!"
237017,B0001AV4QS,2.0,"Very disappointed that it did not come in the tin as shown in the photo, instead the espresso came in a cardboard box. I bought it mainly for the tin to reuse for coffee. I will not buy from this seller again as very misleading with the picture!!"
166539,B003AYGMNC,3.0,"My small yorkie licked it, but besides that wouldn't touch it. He disliked the smell.<br /><br />He doesn't seem to like hard dog chews. In the case some helpful kind soul passes this review, can anyone recommend a healthy chew for small dogs that do not contain fillers (wheat, etc.) that is soft?"
